状态,时间,文件大小,文件路径
成功,2023-04-27 15:21:02,37.10KB,/workspaces/Amine/Server_upload/[Hakugetsu&VCB-Studio] No Game No Life [1080p]/[Hakugetsu&VCB-Studio] No Game No Life [01][Hi10p_1080p][x264_2flac].tc.ass
